player_id,name
understat_10732,Jakub Kaminski
understat_10734,Jens Stage
understat_10740,Jordan Zemura
understat_10742,Ben Pearson
understat_10743,Kieffer Moore
understat_10745,Emiliano Marcondes
understat_10750,Rasmus Kristensen
understat_10753,Connor Ronan
understat_10755,Joseph Hodge
understat_10759,Lewis O&#039;Brien
understat_10760,Brennan Johnson
understat_10765,Gavin Bazunu
understat_10766,Joe Ayodele-Aribo
understat_10768,Víctor Méndez
understat_10771,Ben Seghir
understat_10778,Mikhail Shchetinin
understat_10779,Vadim Rakov
understat_10781,Mateusz Wieteska
understat_10783,Muhammed-Cham Saracevic
understat_10787,Mikkel Desler
understat_10788,Rasmus Nicolaisen
understat_10797,Kévin Biakolo
understat_10801,Rares Ilie
understat_10808,Daniel Iversen
understat_10810,Alexsandro Ribeiro
understat_10813,Youssouf M&#039;Changama
understat_10815,Lassine Sinayoko
understat_10820,Andreas Bruus
understat_10824,Danel Dongmo
understat_10826,Miha Blazic
understat_10830,Jean Négoce
understat_10833,Lukasz Poreba
understat_10844,Darline Yongwa
understat_10849,Kristian Pedersen
understat_10852,Amir Batyrev
understat_10853,Mateo Stamatov
understat_10854,Souleymane Isaak Touré
understat_10865,Jamal Lowe
understat_10872,Vinicius Souza
understat_10873,Nabili Zoubdi Touaizi
understat_10878,Sandi Lovric
understat_10879,Festy Ebosele
understat_10881,James Abankwah
understat_10882,Lorenzo Malagrida
understat_10889,Roberto Arroyo
understat_10890,Michele Di Gregorio
understat_10892,Samuele Birindelli
understat_10893,Christian Gytkjær
understat_10894,Patrick Ciurria
understat_10896,Alessandro Sorrentino
understat_10897,Samuele Vignato
understat_10899,Emirhan Ilkhan
understat_10902,Federico Baschirotto
understat_10903,Morten Hjulmand
understat_10905,Assan Ceesay
understat_10906,Thórir Helgason
understat_10907,Marcin Listkowski
understat_10908,Medon Berisha
understat_10913,André Onana
understat_10921,Kenji-Van Boto
understat_10922,Rayan Raveloson
understat_10924,Fernand Mayembo
understat_1093,Mattia Perin
understat_10930,Etta Eyong
understat_10937,Cyriel Dessers
understat_10939,Cristian Buonaiuto
understat_10940,Giacomo Quagliata
understat_10941,Christian Acella
understat_10942,Vitali Shitov
understat_10948,Valentín Castellanos
understat_10950,Oscar Ureña
understat_10957,Mikael Ellertsson
understat_1096,Armando Izzo
understat_10964,Diego Valencia
understat_10967,Mile Svilar
understat_10971,Srdjan Babic
understat_10981,Malcom Adu
understat_10982,Copete
understat_10984,Alessandro Cortinovis
understat_10985,Sulemana
understat_1099,Tomás Rincón
understat_10990,Álex Revuelta
understat_10995,Agustín Álvarez Martínez
understat_10996,Luca D&#039;Andrea
understat_11006,Mohamed Camara
understat_11012,Leandro Sanca
understat_11013,Naatan Skyttä
understat_11017,Egor Proshkin
understat_11018,Jean Botué
understat_11019,Jacek Góralski
understat_11022,Simone Perilli
understat_11026,Luka Lochoshvili
understat_11027,Emanuele Valeri
understat_11034,Owen Bevan
understat_11036,Michele Castagnetti
understat_1104,Leonardo Pavoletti
understat_11040,Julius Beck
understat_11042,Marko Milovanovic
understat_11043,Abdulla Bagamaev
understat_11052,Telasco Segovia
understat_11055,Rasmus Højlund
understat_1106,Darko Lazovic
understat_11063,Souleymane Cissé
understat_11072,Nikita Ershov
understat_11073,Fabio Chiarodia
understat_11082,Nikita Alekseev
understat_11086,Willyan
understat_11090,Siriné Doucouré
understat_11091,Veljko Birmancevic
understat_11093,Mario Mitaj
understat_11095,Daniil Zorin
understat_11097,Mady Camara
understat_11098,Mark Koszta
understat_111,Jannik Vestergaard
understat_11101,Eli Dasa
understat_11102,Adam Buksa
understat_11103,Mateusz Lis
understat_11104,Aleksandar Cirkovic
understat_11108,Batxi
understat_11109,Magomed Yakuev
understat_11111,Lazar Randjelovic
understat_11112,Mihail Caimacov
understat_11114,Stefan Sapic
understat_11115,Bojan Roganovic
understat_11120,Nikola Soldo
understat_11123,Pavel Meleshin
understat_11129,Nicolas Moumi Ngamaleu
understat_11131,Christian Mawissa Elebi
understat_11135,Cheick Keita
understat_11136,Vladimir Mikhailov
understat_11139,Tommaso Barbieri
understat_1114,Davide Biraschi
understat_11141,Kevin Pina
understat_11152,Theocharis Tsingaras
understat_11155,Wilfried Gnonto
understat_11156,Momo Yansane
understat_11158,Aleksandr Koksharov
understat_1116,Gianluigi Donnarumma
understat_11170,Jacopo Seghetti
understat_11183,Daniel Shantaliy
understat_1119,Alessio Romagnoli
understat_11191,Dzhambulat Dulaev
understat_11193,Andrew Moran
understat_1120,Mattia De Sciglio
understat_11204,Jon Magunacelaya
understat_1121,Giacomo Bonaventura
understat_11210,Nathan Fraser
understat_1122,Manuel Locatelli
understat_11231,Ben Doak
understat_11232,Thomas Cannon
understat_11233,Dexter Lembikisa
understat_11246,Amar Ahmed Fatah
understat_1126,M&#039;Baye Niang
understat_11274,Flavio Paoletti
understat_11278,Gvidas Gineitis
understat_11280,Jordan Majchrzak
understat_11281,Michael Kayode
understat_11282,Lorenzo Amatucci
understat_11286,Youba Diarra
understat_11292,Lebas da Silva
understat_11293,François Mughe
understat_11305,Mykhailo Mudryk
understat_11308,Tommaso Cassandro
understat_11313,Andreas Ivan
understat_11314,Keke Maximilian Topp
understat_11322,Viktor Tsygankov
understat_11326,Raimonds Krollis
understat_11327,Tio Cipot
understat_11334,Przemyslaw Wisniewski
understat_11337,Alexander Callens
understat_11339,Youssouf Ndayishimiye
understat_11342,Eduard Sobol
understat_11343,Gabriel Suazo
understat_11351,Alan Do Marcolino
understat_11355,Noah Mbamba-Muanda
understat_1136,Gianluca Lapadula
understat_11360,Paul Onuachu
understat_11367,Victor Kristiansen
understat_11387,Cheick Konate
understat_11389,Valentin Atangana Edoa
understat_11398,Mihailo Ivanovic
understat_11418,Alphadjo Cissè
understat_11422,Petar Golubovic
understat_11425,Janio Bikel
understat_11427,Lev Skvortsov
understat_11428,Georgiy Karginov
understat_11430,Stefan Melentijevic
understat_11433,Danila Kozlov
understat_11436,Ilya Chernyak
understat_11437,Zaim Divanovic
understat_11438,Minkail Matsuev
understat_11440,Andrey Khodanovich
understat_11444,Milan Majstorovic
understat_11446,Kady
understat_11447,Moses Cobnan
understat_11448,Roman Yuzepchuk
understat_11449,Yordy Reyna
understat_11450,Ilya Stefanovich
understat_11454,Egor Noskov
understat_11455,Kirill Glebov
understat_11456,Matvey Kislyak
understat_11457,Yaroslav Arbuzov
understat_11460,Danil Kapustyanskiy
understat_11463,Aaron Ciammaglichella
understat_11470,Niccolò Pisilli
understat_11478,Nikola Sekulov
understat_11479,Stanislav Bessmertny
understat_11481,Ivan Lepskiy
understat_11482,Alberto Basso
understat_11486,Illia Zabarnyi
understat_11491,Nikita Kokarev
understat_11494,Justin-Noel Kalumba
understat_11500,Miguel
understat_11503,Marciano Sanca
understat_11504,Eli Junior Kroupi
understat_11517,Tony Strata
understat_11525,Babatunde Akinsola
understat_11529,Leonardo Mendicino
understat_11533,Ilya Ishkov
understat_11551,Marco Palestra
understat_11552,Ben Touré
understat_11554,Andres Sfait
understat_11558,Sergey Gorshkov
understat_11561,Ivan Bober
understat_11567,David Semenchuk
understat_1157,Samuele Perisan
understat_11573,Aleksey Baranovskiy
understat_11574,Bogdan Moskvichev
understat_11577,Lachezar Kotev
understat_1158,Simone Scuffet
understat_11582,Kamari Doyle
understat_11583,Dominic Ballard
understat_11586,Ebenezer Akinsanmiro
understat_11591,Francisco Mwepu
understat_11592,Nico O&#039;Reilly
understat_11594,Shea Charles
understat_11598,Aleksei Usanov
understat_11605,Dmitri Vasiljev
understat_11606,Vladislav Saus
understat_11608,Georgiy Harutyunyan
understat_1161,Francesco Zampano
understat_11610,Riccardo Pagano
understat_11621,Ulvi Babaev
understat_11622,Danila Kalin
understat_11629,Abdellah Raihani
understat_1164,Cristiano Biraghi
understat_11640,Igor Dmitriev
understat_11642,Mikhail Ryadno
understat_11643,Maksim Shnaptsev
understat_11645,Ugochukwu Iwu
understat_11647,Igor Vujacic
understat_11648,Ilya Rozhkov
understat_11649,Mirlind Daku
understat_11650,Merabi Uridia
understat_11654,Vladislav Volkov
understat_11656,Egor Karpitskiy
understat_11657,Nikita Saltykov
understat_11658,Maksim Laykin
understat_11659,Maksim Sidorov
understat_11660,Emircan Gürlük
understat_11663,German Ignatov
understat_11664,Nichita Motpan
understat_11666,Martin Kramaric
understat_11669,Nikola Radmanovac
understat_11671,Artur Galoyan
understat_11672,Sergey Pryakhin
understat_11673,Tamerlan Musaev
understat_11674,Dmitri Barkov
understat_11676,Ángelo Henríquez
understat_11677,Vladislav Lazarev
understat_11679,Aleksandr Osipov
understat_1168,Bryan Cristante
understat_11680,Maksim Borisko
understat_11683,Ivan Ostojic
understat_11687,Strahinja Erakovic
understat_11691,Ededem Essien
understat_11694,Andrey Ivlev
understat_11696,Svetoslav Kovachev
understat_11697,Oleg Reabciuk
understat_11699,Ameen Al Dakhil
understat_1170,Gianluca Caprari
understat_11702,Benson Manuel
understat_11709,Milos Kerkez
understat_11713,Amari&#039;i Bell
understat_11714,Tom Lockyer
understat_11715,Mads Andersen
understat_11719,Chiedozie Ogbene
understat_11728,Calvin Bassey
understat_11730,Anis Ben Slimane
understat_11736,Artem Dovbyk
understat_11741,Saúl Coco
understat_1175,Vincenzo Fiorillo
understat_11751,Joseph Okumu
understat_11754,Teddy Teuma
understat_11757,Hákon Haraldsson
understat_11762,Morgan Guilavogui
understat_11768,Cher Ndour
understat_11769,Dembo Sylla
understat_11772,Yehor Yarmolyuk
understat_11777,Cristian Cásseres Jr.
understat_11778,Mamady Bangré
understat_1178,Davide Zappacosta
understat_11783,Akor Adams
understat_11784,Lucas Mincarelli Davin
understat_11787,Loïc Négo
understat_11793,Andy Logbo
understat_11796,Étienne Youté
understat_11803,Jean N&#039;Guessan
understat_11813,Solomon Agbalaka
understat_11814,Danil Anosov
understat_11815,Ben Brereton Díaz
understat_11817,Emanuel Emegha
understat_11819,Clinton Mata
understat_1182,Daniele Baselli
understat_11823,Anton Mukhin
understat_11825,Abderrahmane Rebbach
understat_11826,Carlos Benavídez
understat_1183,Marco Benassi
understat_11831,Samu Omorodion
understat_11834,Adrià Alti
understat_11840,Jovan Milosevic
understat_11847,Grant-Leon Ranos
understat_11848,Attila Szalai
understat_1186,Andrea Belotti
understat_11866,Álex Grimaldo
understat_11867,Victor Boniface
understat_11875,Steven Shpendi
understat_11876,Luca Marianucci
understat_11877,Michael Folorunsho
understat_11879,Anthony Oyono
understat_11880,Francesco Gelli
understat_11881,Marvin Çuni
understat_11882,Giorgi Kvernadze
understat_11883,Gennaro Borrelli
understat_11884,Luigi Canotto
understat_11887,Przemyslaw Szyminski
understat_11892,Leart Paqarada
understat_11893,Rasmus Carstensen
understat_11895,Jacob Christensen
understat_11897,Raffaele Di Gennaro
understat_11898,Mateo Retegui
understat_11901,Tomasso Martinelli
understat_11902,Pietro Comuzzo
understat_11907,Mohamed Daramy
understat_11915,Fabian Nürnberger
understat_11927,Samuele Mulattieri
understat_11928,Kevin Miranda
understat_11929,Luca Lipani
understat_1193,Lorenzo De Silvestri
understat_11930,Daniel Boloca
understat_11932,Mateusz Legowski
understat_11936,Lorenzo Lucca
understat_11942,Kenan Yildiz
understat_11944,Patrick Dorgu
understat_11945,Ylber Ramadani
understat_11947,Rares Burnete
understat_11948,Jeppe Corfitzen
understat_1195,Daniele Padelli
understat_11951,Gustav Isaksen
understat_11955,Alberto Dossena
understat_11957,Antoine Makoumbou
understat_11958,Gaetano Oristanio
understat_11959,Matteo Prati
understat_11963,Tommaso Corazza
understat_11964,Giovanni Fabbian
understat_11967,Davide Bartesaghi
understat_11968,Kevin Zeroli
understat_11970,Víctor Dávila
understat_11974,Benjamin Sesko
understat_11980,Joseph Johnson
understat_11982,Jan-Niklas Beste
understat_11983,Matús Bero
understat_11987,Daniel Gore
understat_11995,Ibrahima Kebe
understat_1200,Federico Marchetti
understat_12001,Joseph N&#039;Duquidi
understat_12008,Nikola Krstovic
understat_12011,Seydou Fini
understat_12014,Jake O&#039;Brien
understat_12016,Chukwubuikem Ikwuemesi
understat_12030,Tasos Douvikas
understat_12032,Djordje Petrovic
understat_12034,Brandon Aguilera
understat_12039,Bertug Yildirim
understat_12040,Thomas Thiesson Kristensen
understat_12041,Roman Yaremchuk
understat_12042,Daniel Peretz
understat_12043,Christos Mandas
understat_12049,Aiyegun Tosin
understat_12052,Aliou Balde
understat_12053,Mikkel Kaufmann
understat_12054,Altay Bayindir
understat_12055,Berkan Kutlu
understat_1206,Danilo Cataldi
understat_12063,Nikoloz Kutateladze
understat_12068,Daniel Júnior
understat_12076,Guillermo Soto
understat_12077,Ilya Kirsch
understat_12083,Pantelis Hatzidiakos
understat_12088,Nikola Cumic
understat_1209,Ciro Immobile
understat_12095,Tomás Suslov
understat_1210,Keita
understat_12109,Vladislav Malkevich
understat_12112,Trivante Stewart
understat_12113,Jackson Tchatchoua
understat_12118,Jamie Donley
understat_12124,Alessandro Vogliacco
understat_1214,Thomas Strakosha
understat_12144,Bassirou N&#039;Diaye
understat_12151,Gabriel Osho
understat_12155,Zanos Savva
understat_12159,Mahamadou Nagida
understat_12164,Adama Bojang
understat_12168,Alejandro Jiménez
understat_12178,Niccolò Pierozzi
understat_12181,Jan-Carlo Simic
understat_12182,Jon Aramburu
understat_12183,Jeremy Sebas
understat_12185,Kandet Diawara
understat_12190,Arda Güler
understat_12191,Maksim Syshchenko
understat_12197,Rachad Dhimi
understat_12199,Alex Murphy
understat_12205,Mark O’Mahony
understat_12206,Aleksandr Chupaev
understat_12209,Aleksandr Degtev
understat_1221,Jacopo Sala
understat_12212,Leon Zaydenzal
understat_12218,Francesco Camarda
understat_12221,Christos Papadopoulos
understat_12229,Moussa Diakité
understat_1223,Milan Skriniar
understat_12234,Tawanda Chirewa
understat_12241,Semen Stolbov
understat_12245,Tom King
understat_12252,Alberto Manzoni
understat_1226,Karol Linetty
understat_12291,Rhys Norrington-Davies
understat_1230,Fabio Quagliarella
understat_12301,Antal Yaakobishvili
understat_12310,Stefan Lekovic
understat_12319,Andrea Sodero
understat_12320,Giacomo Corona
understat_12325,Kamil Piatkowski
understat_12326,Royce Openda
understat_1233,Filip Djuricic
understat_12334,Kingstone Mutandwa
understat_12346,Beraldo
understat_12356,Saba Goglichidze
understat_12357,Andrea Mazza
understat_12367,Gift Orban
understat_12379,Elayis Tavsan
understat_12381,Panos Katseris
understat_12386,Adel Mahamoud
understat_12387,Dehmaine Assoumani
understat_12389,Shavy Babicka
understat_12399,Kjell-Arik Wätjen
understat_12403,Bruno Langa
understat_12411,Junior Ndiaye
understat_12415,Triantafyllos Pasalidis
understat_12417,Aiham Ousou
understat_12419,Karol Swiderski
understat_12421,Andrej Ilic
understat_12425,Faris Moumbagna
understat_12426,Stanis Idumbo Muzambo
understat_12439,Stefan Mitrovic
understat_1244,Wojciech Szczesny
understat_12440,David Ankeye
understat_12442,Kamil Józwiak
understat_12443,Leonardo Cerri
understat_1246,Kostas Manolas
understat_12465,Sam Curtis
understat_12476,Oumar Sako
understat_12478,Ilya Zubenko
understat_12479,Imran Aznaurov
understat_12480,Aleksey Koltakov
understat_12487,Jordhy Thompson
understat_12490,Dardan Shabanhaxhaj
understat_12497,Jimi Tauriainen
understat_12504,Valeri Bocherov
understat_12508,Manfred Ugalde
understat_12512,Valeri Tsarukyan
understat_12513,Kirill Glushchenkov
understat_12515,Luka Bagatelia
understat_12517,Egor Nazarenko
understat_12518,Alexey Batrakov
understat_12519,Aboubacar Ali Abdallah
understat_1252,Stephan El Shaarawy
understat_12524,Ignacio Saavedra
understat_12526,Saúl Guarirapa
understat_12527,Yahya Attiat-Allah
understat_12529,Anton Shamonin
understat_1254,Alessandro Florenzi
understat_12542,Pavel Popov
understat_12549,Fred Onyedinma
understat_12552,Christ Mbondi
understat_12555,Ivan M&#039;Bahia
understat_12567,Ikechukwu Orazi
understat_12569,Marko Mladenovic
understat_12571,Artem Kontsevoy
understat_12584,Maat Caprini
understat_12586,Raimane Daou
understat_12588,Anton Roshchin
understat_12592,Astemir Khezhev
understat_12595,Hákon Valdimarsson
understat_12597,Alessandro Dellavalle
understat_12599,Asaf Arania
understat_12617,Gerardo Fusco
understat_12619,Matteo Vinlöf
understat_12620,Jonathan Asp Jensen
understat_12627,Mahmut Kücüksahin
understat_12633,Yunus Konak
understat_12636,Vignon Ouotro
understat_1264,Edoardo Goldaniga
understat_12640,Renat Golybin
understat_12644,Nikita Bozov
understat_12646,Sergey Volkov
understat_12647,João Escoval
understat_12649,Bojan Dimoski
understat_12651,Kirill Danilin
understat_12652,Abu-Said Eldarushev
understat_12654,Sergey Gribov
understat_12655,Ivan Timoshenko
understat_12656,Arseni Dmitriev
understat_12658,Marat Bokoev
understat_12660,Maksim Boldyrev
understat_12661,Dmitri Pestryakov
understat_12662,Vyacheslav Bardybakhin
understat_12663,Viktor Okishor
understat_12665,Maks Dziov
understat_12666,Rustam Yatimov
understat_12669,Ilya Zhbanov
understat_12670,Sékou Koïta
understat_12671,Artem Shumanskiy
understat_12673,Artem Kasimov
understat_12675,Nemanja Andjelkovic
understat_12677,Saminu Abdullahi
understat_12678,Soslan Kagermazov
understat_12679,Mutalip Alibekov
understat_12680,Valentin Paltsev
understat_12681,Idar Shumakhov
understat_12682,Aleksandr Sandrachuk
understat_12683,Anton Krachkovskiy
understat_12684,Razhab Magomedov
understat_12685,Nikita Glushkov
understat_12686,Maksim Khramtsov
understat_12687,Temirkan Sundukov
understat_12688,Abakar Gadzhiev
understat_12689,Vladimir Kovacevic
understat_12690,Timur Magomedov
understat_12691,Zalimkhan Yusupov
understat_12693,Luka Ticic
understat_12694,Dan Glazer
understat_12695,Nikita Vasilyev
understat_12697,Evgeni Staver
understat_12700,Shamil Gadzhiev
understat_12701,Egor Smelov
understat_12704,Kazimcan Karatas
understat_12708,Jan Dapo
understat_12709,Abdulpasha Dzhabrailov
understat_12711,Thomas Galdames
understat_12712,Houssem Eddine Mrezigue
understat_12713,Gilson Benchimol
understat_12714,Maksim Samorodov
understat_1272,Ilija Nestorovski
understat_12726,Christantus Uche
understat_12742,Peque
understat_12749,Wes Burns
understat_12752,Sammie Szmodics
understat_12753,Marcus Harness
understat_12754,Jack Taylor
understat_12759,Yankuba Minteh
understat_1277,Roland Sallai
understat_12774,Andy Irving
understat_12775,Kosta Nedeljkovic
understat_12776,Jeff Ekhator
understat_12777,Patrizio Masini
understat_12778,Federico Accornero
understat_12779,Honest Ahanor
understat_12782,Woyo Coulibaly
understat_12786,Mateusz Kowalski
understat_12792,Seydouba Cissé
understat_12800,Ngal&#039;ayel Mukau
understat_12802,Lorenzo Tosto
understat_12804,George Ilenikhena
understat_12807,Marwann N&#039;Zuzi
understat_1281,Giuseppe Pezzella
understat_12810,Ibrahim Sissoko
understat_12817,Rodrigo Abajas
understat_12830,Issiaga Camara
understat_12831,Victor Orakpo
understat_12836,Stefan Dzodic
understat_12843,Sorba Thomas
understat_12844,Bahereba Guirassy
understat_12847,Sidiki Chérif
understat_12854,Martin Frese
understat_12855,Casper Tengstedt
understat_12858,Daniele Ghilardi
understat_12866,Etienne Eto&#039;o Pineda
understat_12867,Alen Sherri
understat_12868,Mattia Felici
understat_1287,Leonardo Bonucci
understat_12872,Fisayo Dele-Bashiru
understat_12875,Magnus Kofod Andersen
understat_12879,Glen Kamara
understat_12880,Albert Grønbæk
understat_12881,Henrik Meister
understat_12882,Jordan James
understat_12885,Kialonda Gaspar
understat_12886,Filip Marchwinski
understat_12889,Federico Cassa
understat_12892,Mohammad Javad Hosseinnezhad
understat_12893,Enzo Boyomo
understat_12905,Nicolò Savona
understat_12907,Marco Sala
understat_12909,Alessandro Gabrielloni
understat_12910,Mads Hermansen
understat_12933,Marko Ivezic
understat_12949,Myenty Abena
understat_12952,Oscar Højlund
understat_12954,Can Uzun
understat_12958,Alessandro Marcandalli
understat_12961,Hamzat Ojediran
understat_12964,Kamil Grabara
understat_12965,Bence Dárdai
understat_12967,Denis Bokov
understat_12974,Karol Mets
understat_12981,Manolis Saliakas
understat_12983,Danel Sinani
understat_12984,Adam Dzwigala
understat_12989,Jay Idzes
understat_1299,Mario Lemina
understat_12995,Bojan Miovski
understat_12996,Alessio Iovine
understat_12997,Alieu Fadera
understat_12999,Lorenzo Anghelè
understat_13001,Álvaro Djaló
understat_13008,Andreas Albers
understat_13009,Vanja Vlahovic
understat_1301,Daniele Rugani
understat_1302,Emil Audero
understat_13024,Serigne Diop
understat_13029,Naci Ünüvar
understat_13030,Gabriel Charpentier
understat_13031,Giovanni Leoni
understat_13033,Ümit Akdag
understat_13036,Pau Cabanes De La Torre
understat_13038,Justin Devenny
understat_1304,Moise Kean
understat_13046,Lior Kasa
understat_13047,Coba da Costa
understat_13048,Orri Óskarsson
understat_13049,Damián Pizarro
understat_1305,Lukasz Skorupski
understat_13054,Veldin Hodza
understat_13063,Konstantinos Koulierakis
understat_13066,Ferdi Kadioglu
understat_13072,Vasilije Adzic
understat_13074,Dominik Javorcek
understat_13099,Rui Modesto
understat_13100,Juma Bah
understat_13109,Sven Karic
understat_13112,Fellipe Jack
understat_13118,Mavis Tchibota
understat_13125,Igor Miladinovic
understat_13126,Niama Sissoko
understat_1313,Riccardo Saponara
understat_13134,Ryan Manning
understat_13137,Sékou Doucouré
understat_13151,Mattia Liberali
understat_13163,Enri Mukba
understat_13164,Tommaso Gabellini
understat_13169,Artem Bandikyan
understat_13171,Papa Dame Ba
understat_13172,Adrian Benedyczak
understat_13173,Dmitri Aleksandrov
understat_13178,Tommaso Rubino
understat_13192,Milos Lukovic
understat_13193,Artem Chistyakov
understat_1320,Federico Barba
understat_13200,Fernando López
understat_13206,Matt O&#039;Riley
understat_13210,Mohamed Meïté
understat_13230,Ilya Vasin
understat_1324,Federico Dimarco
understat_13244,Jacopo Bacci
understat_13254,Diego Pugno
understat_13269,Thomas Campaniello
understat_13270,Sergiu Perciun
understat_13276,Álvaro Pascual
understat_13281,Bernard Nguene
understat_13294,García Pascual
understat_13301,Jakub Stolarczyk
understat_13311,Djylian N&#039;Guessan
understat_13312,Hafiz Ibrahim
understat_13319,Facundo Garcés
understat_13322,Erencan Yardimci
understat_13323,Budu Zivzivadze
understat_13324,David Zec
understat_13326,Abdoulie Ceesay
understat_13328,Bob Omoregbe
understat_13335,Goduine Koyalipou
understat_13338,Cheick Conde
understat_13340,Luka Topalovic
understat_13349,Lorenzo Venturino
